date,anchor_price,anchor_server_time,high_price,high_server_time,high_dollars,high_pips,low_price,low_server_time,low_dollars,low_pips,last_price,last_price_dollars,candles_read,last_update_server,last_update_ist
2026-05-13,4716.96,2026-05-13 02:00:00,4727.01,2026-05-13 03:05:00,10.05,1005.0,4676.13,2026-05-13 15:32:00,-40.83,4083.0,4687.85,-29.11,844,2026-05-13 16:03:16,2026-05-13 18:33:15.773341+05:30
